Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
perkBonusMagazineBladesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Knife Guy[-] magazines.\nIncreased chance to find blade weapons in loot.,
perkBonusMagazineClubsName,progression,Perk,,,Mag Loot Bonus: Clubs,
perkBonusMagazineClubsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Big Hitters[-] magazines and [DECEA3]Batter Up[-] books.\nIncreased chance to find club weapons in loot.,
perkBonusMagazineClubsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Big Hitters[-] magazines and [DECEA3]Batter Up[-] books.\nIncreased chance to find club weapons in loot.,
perkBonusMagazineSledgehammersName,progression,Perk,,,Mag Loot Bonus: Sledgehammers,
perkBonusMagazineSledgehammersRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Get Hammered[-] magazines.\nIncreased chance to find sledgehammers in loot.,
perkBonusMagazineSledgehammersRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Get Hammered[-] magazines.\nIncreased chance to find sledgehammers in loot.,
perkBonusMagazineBowsName,progression,Perk,,,Mag Loot Bonus: Bows,
perkBonusMagazineBowsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Bow Hunters[-] magazines and [DECEA3]Ranger's Guide to Archery[-] books.\nIncreased chance to find bows in loot.,
perkBonusMagazineBowsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Bow Hunters[-] magazines and [DECEA3]Ranger's Guide to Archery[-] books.\nIncreased chance to find bows in loot.,
perkBonusMagazineSpearsName,progression,Perk,,,Mag Loot Bonus: Spears,
perkBonusMagazineSpearsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Sharp Sticks[-] magazines and [DECEA3]Spear Hunter[-] books.\nIncreased chance to find spears in loot.,
perkBonusMagazineSpearsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Sharp Sticks[-] magazines and [DECEA3]Spear Hunter[-] books.\nIncreased chance to find spears in loot.,
perkBonusMagazineHandgunsName,progression,Perk,,,Mag Loot Bonus: Handguns,
perkBonusMagazineHandgunsRank1LongDesc,progression,Perk,,,"5 times loot bonus for finding [DECEA3]Handgun Magazine[-] magazines, [DECEA3]Pistol Pete[-] & [DECEA3]Magnum Enforcer[-] books.\nIncreased chance to find handguns and 9mm ammo in loot.",
perkBonusMagazineHandgunsRank2LongDesc,progression,Perk,,,"10 times loot bonus for finding [DECEA3]Handgun Magazine[-] magazines, [DECEA3]Pistol Pete[-] & [DECEA3]Magnum Enforcer[-] books.\nIncreased chance to find handguns and 9mm ammo in loot.",
perkBonusMagazineShotgunsName,progression,Perk,,,Mag Loot Bonus: Shotguns,
perkBonusMagazineShotgunsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Shotgun Weekly[-] magazines and [DECEA3]Shotgun Messiah[-] books.\nIncreased chance to find shotguns and shotgun ammo in loot.,
perkBonusMagazineShotgunsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Shotgun Weekly[-] magazines and [DECEA3]Shotgun Messiah[-] books.\nIncreased chance to find shotguns and shotgun ammo in loot.,
perkBonusMagazineRiflesName,progression,Perk,,,Mag Loot Bonus: Rifles,
perkBonusMagazineRiflesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Rifle World[-] magazines and [DECEA3]Sniper[-] books.\nIncreased chance to find rifles and 7.62mm ammo in loot.,
perkBonusMagazineRiflesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Rifle World[-] magazines and [DECEA3]Sniper[-] books.\nIncreased chance to find rifles and 7.62mm ammo in loot.,
perkBonusMagazineMachineGunsName,progression,Perk,,,Mag Loot Bonus: Machine Guns,
perkBonusMagazineMachineGunsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Tactical Warfare[-] magazines and [DECEA3]Automatic Weapons[-] books.\nIncreased chance to find machine guns and 7.62mm ammo in loot.,
perkBonusMagazineMachineGunsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Tactical Warfare[-] magazines and [DECEA3]Automatic Weapons[-] books.\nIncreased chance to find machine guns and 7.62mm ammo in loot.,
perkBonusMagazineExplosivesName,progression,Perk,,,Mag Loot Bonus: Explosives,
perkBonusMagazineExplosivesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Explosive Magazine[-] magazines.\nIncreased chance to find explosives in loot.,
perkBonusMagazineExplosivesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Explosive Magazine[-] magazines.\nIncreased chance to find explosives in loot.,
perkBonusMagazineRoboticsName,progression,Perk,,,Mag Loot Bonus: Robotics,
perkBonusMagazineRoboticsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Tech Planet[-] magazines and [DECEA3]Tech Junkie[-] books.\nIncreased chance to find batons and turrets in loot.,
perkBonusMagazineRoboticsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Tech Planet[-] magazines and [DECEA3]Tech Junkie[-] books.\nIncreased chance to find batons and turrets in loot.,
perkBonusMagazineArmorName,progression,Perk,,,Mag Loot Bonus: Armor,
perkBonusMagazineArmorRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Armored Up[-] magazines and [DECEA3]Needle & Thread[-] books.\nIncreased chance to find armor in loot.,
perkBonusMagazineArmorRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Armored Up[-] magazines and [DECEA3]Needle & Thread[-] books.\nIncreased chance to find armor in loot.,
perkBonusMagazineMedicalName,progression,Perk,,,Mag Loot Bonus: Medical,
perkBonusMagazineMedicalRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Medical Journal[-] magazines.\nIncreased chance to find medical items in loot.,
perkBonusMagazineMedicalRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Medical Journal[-] magazines.\nIncreased chance to find medical items in loot.,
perkBonusMagazineFoodName,progression,Perk,,,Mag Loot Bonus: Food,
perkBonusMagazineFoodRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Home Cooking Weekly[-] magazines.\nIncreased chance to find food items in loot.,
perkBonusMagazineFoodRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Home Cooking Weekly[-] magazines.\nIncreased chance to find food items in loot.,
perkBonusMagazineFarmingName,progression,Perk,,,Mag Loot Bonus: Farming,
perkBonusMagazineFarmingRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Southern Farming[-] magazines.\nIncreased chance to find seeds in loot.,
perkBonusMagazineFarmingRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Southern Farming[-] magazines.\nIncreased chance to find seeds in loot.,
perkBonusMagazineElectricianName,progression,Perk,,,Mag Loot Bonus: Electrician,
perkBonusMagazineElectricianRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Wiring 101[-] magazines.\nIncreased chance to find electrical items in loot.,
perkBonusMagazineElectricianRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Wiring 101[-] magazines.\nIncreased chance to find electrical items in loot.,
perkBonusMagazineTrapsName,progression,Perk,,,Mag Loot Bonus: Traps,
perkBonusMagazineTrapsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Electrical Traps[-] magazines.\nIncreased chance to find traps in loot.,
perkBonusMagazineTrapsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Electrical Traps[-] magazines.\nIncreased chance to find traps in loot.,
perkBonusMagazineWorkstationsName,progression,Perk,,,Mag Loot Bonus: Workstations,
perkBonusMagazineWorkstationsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Forge Ahead[-] magazines.\nIncreased chance to find workstations in loot.,
perkBonusMagazineWorkstationsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Forge Ahead[-] magazines.\nIncreased chance to find workstations in loot.,
perkBonusMagazineVehiclesName,progression,Perk,,,Mag Loot Bonus: Vehicles,
perkBonusMagazineVehiclesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Vehicle Adventures[-] magazines.\nIncreased chance to find vehicles in loot.,
perkBonusMagazineVehiclesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Vehicle Adventures[-] magazines.\nIncreased chance to find vehicles in loot.,

craftingHarvestingToolsDesc,progression,Perk,,,Reading [DECEA3]Tools Digest[-] will increase the quality of crafted harvesting tools.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Harvesting Tools[-],
craftingRepairToolsDesc,progression,Perk,,,Reading [DECEA3]Handy Land[-] will increase the quality of crafted repair tools.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Repair Tools[-],
craftingSalvageToolsDesc,progression,Perk,,,Reading [DECEA3]Scrapping 4 Fun[-] magazines will increase the quality of crafted salvage tools.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Salvage Tools[-],
craftingKnucklesDesc,progression,Perk,,,Reading [DECEA3]Furious Fists[-] magazines will increase the quality of crafted knuckles.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Knuckles[-],
craftingBladesDesc,progression,Perk,,,Reading [DECEA3]Knife Guy[-] will increase the quality of crafted blades.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Blades[-],
craftingClubsDesc,progression,Perk,,,Reading [DECEA3]Big Hitters[-] will increase the quality of crafted clubs.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Clubs[-],
craftingSledgehammersDesc,progression,Perk,,,Reading [DECEA3]Get Hammered[-] will increase the quality of crafted sledgehammers.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Sledgehammers[-],
craftingBowsDesc,progression,Perk,,,Reading [DECEA3]Bow Hunters[-] will increase the quality of crafted bows.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Bows[-],
craftingSpearsDesc,progression,Perk,,,Reading [DECEA3]Sharp Sticks[-] will increase the quality of crafted spears.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Spears[-],
craftingHandgunsDesc,progression,Perk,,,Reading [DECEA3]Handgun Magazine[-] will increase the quality of crafted handguns.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Handguns[-],
craftingShotgunsDesc,progression,Perk,,,Reading [DECEA3]Shotgun Weekly[-] will increase the quality of crafted shotguns.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Shotguns[-],
craftingRiflesDesc,progression,Perk,,,Reading [DECEA3]Rifle World[-] will increase the quality of crafted rifles.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Rifles[-],
craftingMachineGunsDesc,progression,Perk,,,Reading [DECEA3]Tactical Warfare[-] will increase the quality of crafted machine guns.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Machine Guns[-],
craftingExplosivesDesc,progression,Perk,,,Reading [DECEA3]Explosive Magazine[-] will unlock various explosives.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Demolitions[-],
craftingRoboticsDesc,progression,Perk,,,Reading [DECEA3]Tech Planet[-] will increase the quality of crafted robotics. Boost loot odds\nwith [DECEA3]Mag Loot Bonus: Robotics[-],
craftingArmorDesc,progression,Perk,,,Reading [DECEA3]Armored Up[-] will increase the quality of crafted armor.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Armor[-],
craftingMedicalDesc,progression,Perk,,,Reading [DECEA3]Medical Journal[-] will unlock various tiers of medical items.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Medical[-],
craftingFoodDesc,progression,Perk,,,Reading [DECEA3]Home Cooking Weekly[-] will unlock various tiers of food items.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Food[-],
craftingSeedsDesc,progression,Perk,,,Reading [DECEA3]Southern Farming[-] will unlock various tiers of seeds & farming equipment.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Farming[-],
craftingElectricianDesc,progression,Perk,,,Reading [DECEA3]Wiring 101[-] will unlock various tiers of electrical items.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Electrician[-],
craftingTrapsDesc,progression,Perk,,,Reading [DECEA3]Electrical Traps[-] will unlock various tiers of traps.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Traps[-],
craftingWorkstationsDesc,progression,Perk,,,Reading [DECEA3]Forge Ahead[-] will unlock various tiers of workstations and their tools. Boost loot odds\nwith [DECEA3]Mag Loot Bonus: Workstations[-],
craftingVehiclesDesc,progression,Perk,,,Reading [DECEA3]Vehicle Adventures[-] will unlock various tiers of vehicles.\nBoost loot odds with [DECEA3]Mag Loot Bonus: Vehicles[-],

harvestToolsScrapIron,progression,Perk,,,Scrap Iron Tools,
harvestToolsSteelMechanicalTools,progression,Perk,,,Steel Mechanical Tools,
harvestToolsTungsten,progression,Perk,,,Tungsten Tools,
harvestToolsTungstenMechanicalTools,progression,Perk,,,Tungsten Mechanical Tools,
harvestToolsDiamond,progression,Perk,,,Diamond Tools,

salvageToolsSteel,progression,Perk,,,Steel Salvage Tools,
salvageToolsTungsten,progression,Perk,,,Tungsten Salvage Tools,

bladeWeaponsIron,progression,Perk,,,Iron Blade Weapons,
bladeWeaponsSteel,progression,Perk,,,Steel Blade Weapons,
bladeWeaponsTungsten,progression,Perk,,,Tungsten Blade Weapons,
bladeWeaponsGoldTipped,progression,Perk,,,Gold Tipped Blade Weapons,
bladeWeaponsAdvanced,progression,Perk,,,Advanced Blade Weapons,

clubWeaponsIron,progression,Perk,,,Iron Club Weapons,
clubWeaponsSteel,progression,Perk,,,Steel Club Weapons,
clubWeaponsTungsten,progression,Perk,,,Tungsten Club Weapons,
clubWeaponsGoldTipped,progression,Perk,,,Gold Tipped Club Weapons,

thrownWeaponsSteel,progression,Perk,,,Steel Spear and Throwing Knives,
thrownWeaponsTungsten,progression,Perk,,,Tungsten Spear and Throwing Axe,

explosivesT3-22,progression,Perk,,,Molotov Cocktail,
explosivesT6-1,progression,Perk,,,HD Pipe Bomb,
explosivesT6-2,progression,Perk,,,HD Grenade,
explosivesT6-3,progression,Perk,,,Explosive Speed Trap,
explosivesT7-1,progression,Perk,,,HD Dynamite,
explosivesT7-2,progression,Perk,,,HD Contact Grenade,
explosivesT7-3,progression,Perk,,,Explosive Mine,
explosivesT8-1,progression,Perk,,,Teddy Bear Grenade,
explosivesT8-2,progression,Perk,,,HD Timed Charge,
explosivesT9,progression,Perk,,,RPG-7 Ammunition,
explosivesT10,progression,Perk,,,RPG-7,

medicalT1-3,progression,Perk,,,Tier 1: Painkillers,
medicalT4-1,progression,Perk,,,Tier 4: Vitamins,
medicalT4-2,progression,Perk,,,Tier 4: Advanced Splint,
medicalT4-3,progression,Perk,,,Tier 4: Trauma First Aid Bandage,
medicalT5-1,progression,Perk,,,Tier 5: Bone Booster & Health Deploy,
medicalT5-2,progression,Perk,,,Tier 5: Trauma First Aid Kit,
medicalT5-3,progression,Perk,,,Tier 5: Immunization Shot,

foodT1-1,progression,Perk,,,Tier 1: Corn on the Cob & Baked Potato,
foodT1-2,progression,Perk,,,Tier 1: Corn Bread & Goldenrod Tea,
foodT1-3,progression,Perk,,,"Tier 1: Grilled White Meat, Grilled Red Meat & Red Tea",
foodT1-4,progression,Perk,,,Tier 1: Boiled Red Meat & Yucca Juice,
foodT1-5,progression,Perk,,,"Tier 1: Bacon and Eggs, Sausage and Eggs & Coffee",

foodT2-1,progression,Perk,,,Tier 2: Apple Juice,
foodT2-2,progression,Perk,,,Tier 2: Blueberry Pie & Iced Coffee,
foodT2-3,progression,Perk,,,Tier 2: Red Meat Stew & Hobo Stew,
foodT2-4,progression,Perk,,,Tier 2: Vegetable Stew,
foodT2-5,progression,Perk,,,Tier 2: Mushroom Stew & Gumbo Stew,
